Date;Source;Site ID;POC;Daily Mean PM10 Concentration;UNITS;DAILY_AQI_VALUE;Site Name;DAILY_OBS_COUNT;PERCENT_COMPLETE;AQS_PARAMETER_CODE;AQS_PARAMETER_DESC;CBSA_CODE;CBSA_NAME;STATE_CODE;STATE;COUNTY_CODE;COUNTY;SITE_LATITUDE;SITE_LONGITUDE
06.10.2000;AQS;360050110;4;56;ug/m3 SC;51;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07.10.2000;AQS;360050110;4;31;ug/m3 SC;29;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08.10.2000;AQS;360050110;1;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08.10.2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09.10.2000;AQS;360050110;4;31;ug/m3 SC;29;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10.10.2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11.10.2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12.10.2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01.11.2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02.11.2000;AQS;360050110;4;40;ug/m3 SC;37;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03.11.2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06.11.2000;AQS;360050110;1;45;ug/m3 SC;42;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06.11.2000;AQS;360050110;4;46;ug/m3 SC;43;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07.11.2000;AQS;360050110;1;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07.11.2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08.11.2000;AQS;360050110;4;30;ug/m3 SC;28;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09.11.2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10.11.2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11.11.2000;AQS;360050110;4;7;ug/m3 SC;6;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12.11.2000;AQS;360050110;4;35;ug/m3 SC;32;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01.12.2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02.12.2000;AQS;360050110;1;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02.12.2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
04.12.2000;AQS;360050110;1;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05.12.2000;AQS;360050110;1;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06.12.2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07.12.2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08.12.2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09.12.2000;AQS;360050110;4;33;ug/m3 SC;31;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10.12.2000;AQS;360050110;4;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11.12.2000;AQS;360050110;4;8;ug/m3 SC;7;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12.12.2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/13/2000;AQS;360050110;1;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/13/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/14/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/15/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/16/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/17/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/18/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/19/2000;AQS;360050110;1;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/19/2000;AQS;360050110;4;20;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/20/2000;AQS;360050110;4;20;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/21/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/22/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/23/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/24/2000;AQS;360050110;4;37;ug/m3 SC;34;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/25/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/26/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/27/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/28/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/29/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/30/2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/31/2000;AQS;360050110;1;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
01/31/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/13/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/14/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/15/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/16/2000;AQS;360050110;4;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/17/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/18/2000;AQS;360050110;1;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/18/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/24/2000;AQS;360050110;1;50;ug/m3 SC;46;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/24/2000;AQS;360050110;4;52;ug/m3 SC;48;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/25/2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
02/26/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/13/2000;AQS;360050110;1;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/14/2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/15/2000;AQS;360050110;4;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/16/2000;AQS;360050110;4;33;ug/m3 SC;31;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/17/2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/18/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/19/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/20/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/21/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/22/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/23/2000;AQS;360050110;4;47;ug/m3 SC;44;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/24/2000;AQS;360050110;4;26;ug/m3 SC;24;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/25/2000;AQS;360050110;1;32;ug/m3 SC;30;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/25/2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/26/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/27/2000;AQS;360050110;4;27;ug/m3 SC;25;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/28/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/29/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/30/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
03/31/2000;AQS;360050110;1;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
04/30/2000;AQS;360050110;1;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/18/2000;AQS;360050110;1;33;ug/m3 SC;31;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/26/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/27/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/28/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/29/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/30/2000;AQS;360050110;1;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/30/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
05/31/2000;AQS;360050110;4;24;ug/m3 SC;22;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/13/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/14/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/15/2000;AQS;360050110;4;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/16/2000;AQS;360050110;4;37;ug/m3 SC;34;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/17/2000;AQS;360050110;1;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/17/2000;AQS;360050110;4;26;ug/m3 SC;24;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/18/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/19/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/20/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/21/2000;AQS;360050110;4;30;ug/m3 SC;28;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/22/2000;AQS;360050110;4;26;ug/m3 SC;24;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/23/2000;AQS;360050110;1;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/23/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/24/2000;AQS;360050110;4;30;ug/m3 SC;28;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/25/2000;AQS;360050110;4;29;ug/m3 SC;27;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/26/2000;AQS;360050110;4;39;ug/m3 SC;36;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/27/2000;AQS;360050110;4;29;ug/m3 SC;27;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/28/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/29/2000;AQS;360050110;1;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/29/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
06/30/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/13/2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/14/2000;AQS;360050110;4;20;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/15/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/16/2000;AQS;360050110;4;20;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/17/2000;AQS;360050110;1;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
