Date;Source;Site ID;POC;Daily Mean PM10 Concentration;UNITS;DAILY_AQI_VALUE;Site Name;DAILY_OBS_COUNT;PERCENT_COMPLETE;AQS_PARAMETER_CODE;AQS_PARAMETER_DESC;CBSA_CODE;CBSA_NAME;STATE_CODE;STATE;COUNTY_CODE;COUNTY;SITE_LATITUDE;SITE_LONGITUDE
07/17/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/18/2000;AQS;360050110;4;35;ug/m3 SC;32;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/19/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/20/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/21/2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/22/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/23/2000;AQS;360050110;1;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/23/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/24/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/25/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/26/2000;AQS;360050110;4;8;ug/m3 SC;7;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/27/2000;AQS;360050110;4;8;ug/m3 SC;7;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/28/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/29/2000;AQS;360050110;1;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/29/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/30/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
07/31/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/13/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/14/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/15/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/16/2000;AQS;360050110;1;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/16/2000;AQS;360050110;4;24;ug/m3 SC;22;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/17/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/18/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/19/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/20/2000;AQS;360050110;4;7;ug/m3 SC;6;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/21/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/22/2000;AQS;360050110;1;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/22/2000;AQS;360050110;4;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/23/2000;AQS;360050110;4;32;ug/m3 SC;30;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/24/2000;AQS;360050110;4;46;ug/m3 SC;43;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/25/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/26/2000;AQS;360050110;4;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/27/2000;AQS;360050110;4;40;ug/m3 SC;37;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/28/2000;AQS;360050110;1;34;ug/m3 SC;31;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/28/2000;AQS;360050110;4;35;ug/m3 SC;32;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/29/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/30/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
08/31/2000;AQS;360050110;4;24;ug/m3 SC;22;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/13/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/14/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/15/2000;AQS;360050110;1;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/15/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/16/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/17/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/18/2000;AQS;360050110;4;35;ug/m3 SC;32;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/19/2000;AQS;360050110;4;24;ug/m3 SC;22;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/20/2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/21/2000;AQS;360050110;1;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/21/2000;AQS;360050110;4;26;ug/m3 SC;24;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/22/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/23/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/24/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/25/2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/26/2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/27/2000;AQS;360050110;1;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/27/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/28/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/29/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
09/30/2000;AQS;360050110;4;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/13/2000;AQS;360050110;4;33;ug/m3 SC;31;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/14/2000;AQS;360050110;4;38;ug/m3 SC;35;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/15/2000;AQS;360050110;1;28;ug/m3 SC;26;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/15/2000;AQS;360050110;4;36;ug/m3 SC;33;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/16/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/17/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/18/2000;AQS;360050110;4;22;ug/m3 SC;20;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/19/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/20/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/21/2000;AQS;360050110;4;39;ug/m3 SC;36;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/22/2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/23/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/24/2000;AQS;360050110;4;29;ug/m3 SC;27;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/25/2000;AQS;360050110;4;38;ug/m3 SC;35;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/26/2000;AQS;360050110;4;48;ug/m3 SC;44;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/27/2000;AQS;360050110;4;56;ug/m3 SC;51;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/28/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/29/2000;AQS;360050110;4;7;ug/m3 SC;6;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/30/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
10/31/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/13/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/14/2000;AQS;360050110;1;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/14/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/15/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/16/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/17/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/18/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/19/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/20/2000;AQS;360050110;1;29;ug/m3 SC;27;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/20/2000;AQS;360050110;4;25;ug/m3 SC;23;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/21/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/22/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/23/2000;AQS;360050110;4;9;ug/m3 SC;8;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/24/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/25/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/26/2000;AQS;360050110;1;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/26/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/27/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/28/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/29/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
11/30/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/13/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/14/2000;AQS;360050110;1;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/14/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/16/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/17/2000;AQS;360050110;4;13;ug/m3 SC;12;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/18/2000;AQS;360050110;4;18;ug/m3 SC;17;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/19/2000;AQS;360050110;4;35;ug/m3 SC;32;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/20/2000;AQS;360050110;1;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/20/2000;AQS;360050110;4;19;ug/m3 SC;18;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/21/2000;AQS;360050110;4;26;ug/m3 SC;24;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/22/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/23/2000;AQS;360050110;4;16;ug/m3 SC;15;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/24/2000;AQS;360050110;4;23;ug/m3 SC;21;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/25/2000;AQS;360050110;4;12;ug/m3 SC;11;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/26/2000;AQS;360050110;1;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/26/2000;AQS;360050110;4;11;ug/m3 SC;10;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/27/2000;AQS;360050110;4;15;ug/m3 SC;14;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/28/2000;AQS;360050110;4;14;ug/m3 SC;13;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/29/2000;AQS;360050110;4;21;ug/m3 SC;19;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/30/2000;AQS;360050110;4;17;ug/m3 SC;16;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
12/31/2000;AQS;360050110;4;10;ug/m3 SC;9;IS 52;1;100;81102;PM10 Total 0-10um STP;35620;New York-Newark-Jersey City, NY-NJ-PA;36;New York;5;Bronx;40.816;-73.902
